brand,name,price,spec_rating,processor,CPU,Ram_type,ROM_type,display_size,resolution_height,OS,Generation,Core,ram,rom,hdd,ssd,GPU_Brand,os,ppi
HP,15s-fy5007TU Laptop,51999,62,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
Lenovo,Yoga Slim 6 83E00006IN Laptop,79990,69.32352941,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,14,1200,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,161.7253908
Lenovo,IdeaPad Flex 5 14IRU8 82Y00051IN Laptop,76890,64,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,14,1200,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,161.7253908
Lenovo,IdeaPad 1 15ALC7 82R400BSIN Laptop,37790,69.32352941,5th Gen AMD Ryzen i5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,141.2119981
Acer,One 11 Z8-284 UN.013SI.033 Laptop,17990,69.32352941,3rd Gen Intel Celeron i3 N4500 ,"Dual Core, 2 Threads",DDR4,SSD,11.6,768,Windows 11 OS,3,3,8,128,0,128,Intel,Windows,135.0942112
HP,15s-fy5006TU Laptop,38990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
Lenovo,IdeaPad 3 15ITL6 82H803LJIN Laptop,41990,63,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,8,512,0,512,Intel,Windows,141.2119981
Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,68990,69.32352941,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",LPDDR5,SSD,14,1200,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,161.7253908
HP,Pavilion 14-dv2153TU Laptop,69990,67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,12,5,16,1000,0,1000,Intel,Windows,157.3505121
Acer,TravelMate P2 TMP214-53 Business Laptop,56990,65,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,7,16,1000,0,1000,Intel,Windows,157.3505121
Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,89990,71,6th Gen AMD Ryzen i7 6800H,"Octa Core, 16 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,6,7,16,1000,0,1000,NVIDIA,Windows,141.2119981
MSI,Thin GF63 12UC-846IN Gaming Laptop,62990,71,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,NVIDIA,Windows,141.2119981
Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,37990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
Lenovo,IdeaPad Gaming 3 82SB00V4IN Laptop,58990,60,6th Gen AMD Ryzen i5 6600H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,6,5,8,512,0,512,NVIDIA,Windows,141.2119981
Lenovo,IdeaPad 1 15AMN7 82VG00EQIN Laptop,26990,69.32352941,4th Gen AMD Athlon i3 7120U,"Dual Core, 2 Threads",LPDDR5,SSD,15.6,768,Windows 11 OS,4,3,8,512,0,512,AMD,Windows,100.4546699
Asus,ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop,94990,70,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,16,1200,Windows 11 OS,13,5,16,1000,0,1000,NVIDIA,Windows,141.509717
Asus,ROG Strix G17 G713RC-HX109WS Gaming Laptop,86189,71,6th Gen AMD Ryzen i7 6800H,"Octa Core, 16 Threads",DDR5,SSD,17.3,1080,Windows 11 OS,6,7,16,512,0,512,NVIDIA,Windows,127.3356746
Infinix,FreeBook Laptop,37990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",LPDDR4,SSD,13.5,1504,Windows 11 OS,12,3,12,512,0,512,Intel,Windows,200.8425599
Lenovo,Legion Slim 7 16IRH8 82Y3007QIN Gaming Laptop,194990,89,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,16,2000,Windows 11 OS,13,9,16,1000,0,1000,NVIDIA,Windows,235.8495283
Lenovo,IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop,51990,67,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,8,512,0,512,NVIDIA,Windows,141.2119981
Lenovo,IdeaPad Slim 3 82H803U0IN Laptop,31990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,8,256,0,256,Intel,Windows,141.2119981
Acer,Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop,41990,69.32352941,13th Gen Intel Core i3 1305U,"Dual Core, 2 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,13,3,8,512,0,512,Intel,Windows,141.2119981
Asus,VivoBook 15 X1500EA-EJ311W Laptop,31990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,8,256,0,256,Intel,Windows,141.2119981
Asus,Vivobook 15 X1504ZA-NJ542WS Laptop,51390,60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,141.2119981
HP,Pavilion 15-eg3018TU Laptop,76900,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,5,16,1000,0,1000,Intel,Windows,141.2119981
HP,15s-fq3066TU Laptop,27890,69.32352941,5th Gen Intel Celeron i3 N4500 ,"Dual Core, 2 Threads",DDR4,SSD,15.6,768,Windows 11 OS,5,3,8,512,0,512,Intel,Windows,100.4546699
Lenovo,IdeaPad 3 82H803HRIN Laptop,56990,60,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,7,16,512,0,512,Intel,Windows,141.2119981
Asus,Vivobook Pro 15 M6500QC-HN751WS Laptop,73990,64,5th Gen AMD Ryzen i7 5800HS,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,7,16,1000,0,1000,NVIDIA,Windows,141.2119981
HP,255 G9 841W6PA Laptop,24999,69.32352941,3rd Gen AMD Ryzen i3 3250U,"Dual Core, 4 Threads",DDR4,SSD,15.6,768,DOS 3.0 OS,3,3,8,512,0,512,AMD,DOS,100.4546699
HP,255 G8 7J035AA Laptop,33999,69.32352941,5th Gen AMD Ryzen i5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11  OS,5,5,8,256,0,256,AMD,Windows,141.2119981
Lenovo,IdeaPad Slim 5 16IAH8 83BG000PIN Laptop,61990,63,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",LPDDR5,SSD,16,1200,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,141.509717
HP,Victus15-fb0147AX Gaming Laptop,47990,62,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,141.2119981
Asus,TUF Gaming F15  FX506HF-HN075W Gaming Laptop,53990,66,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,8,512,0,512,NVIDIA,Windows,141.2119981
HP,15S-EQ1550AU Laptop,31890,69.32352941,3rd Gen AMD Ryzen i3 3250U,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,3,3,8,512,0,512,AMD,Windows,141.2119981
Asus,Vivobook Pro 15 M6500QF-HN541WS Creator Laptop,62390,63,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,16,512,0,512,NVIDIA,Windows,141.2119981
Samsung,Samsung Pro Book,49990,69.32352941,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",LPDDR4,SSD,14,1920,Windows 11 OS,11,7,16,512,0,512,Intel,Windows,157.3505121
Samsung,Nuvobook S1 Laptop,29990,69.32352941,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",LPDDR4,SSD,15.6,1920,Windows 11 OS,11,3,8,256,0,256,Intel,Windows,141.2119981
Infinix,INBook X3 Slim Series XL422 Laptop,49990,69.32352941,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,14,1080,Windows 11 OS,12,7,16,512,0,512,Intel,Windows,157.3505121
Dell,Vostro 3430 Laptop,43490,69.32352941,13th Gen Intel Core i3 1305U,"Dual Core, 2 Threads",DDR4,SSD,14,1080,Windows 11 OS,13,3,8,512,0,512,Intel,Windows,157.3505121
Dell,Inspiron 7430 2 in 1 Touch Laptop,95640,60,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,14,1200,Windows 11 OS,13,5,16,1000,0,1000,Intel,Windows,161.7253908
HP,Omen 16-xf0060AX Gaming Laptop,125990,80,7th Gen AMD Ryzen i7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,16,1080,Windows 11 OS,7,7,16,1000,0,1000,NVIDIA,Windows,137.6816981
HP,Pavilion 15-eg3017TU Laptop,72990,63,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,5,16,1000,0,1000,Intel,Windows,141.2119981
MSI,Thin GF63 11UCX-1497IN Gaming Laptop,47990,69,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,8,512,0,512,NVIDIA,Windows,141.2119981
HP,Victus  15-fa1060TX  Gaming Laptop,99999,71,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,5,16,512,0,512,NVIDIA,Windows,141.2119981
Asus,Vivobook 15 X1504ZA-NJ325WS Laptop,40990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
Asus,Zenbook Flip 14 OLED UP5401ZA-KU741WS Laptop,94990,75,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,14,2400,Windows 11 OS,12,7,16,512,0,512,Intel,Windows,323.4507817
Asus,VivoBook 15 X1500EA-EJ326WS Laptop,37990,69.32352941,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,141.2119981
Lenovo,LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop,73990,69,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,NVIDIA,Windows,141.2119981
Lenovo,LOQ 15APH8 82XT009CIN 2023 Gaming Laptop,109990,75,7th Gen AMD Ryzen i7 7840HS,"Octa Core, 16 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,7,16,512,0,512,NVIDIA,Windows,141.2119981
Acer,Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop,65999,65,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,NVIDIA,Windows,141.2119981
Acer,Aspire Lite AL15-51 2023 Laptop,35990,69.32352941,5th Gen AMD Ryzen i5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,141.2119981
Asus,Vivobook 15 X1504ZA-NJ321WS Laptop,37980,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
MSI,Modern 15 B11M-061IN Laptop,40789,63,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,16,512,0,512,Intel,Windows,141.2119981
Dell,Alienware M18 R1 2023 Gaming Laptop,450039,83,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",LPDDR5,SSD,18,1800,Windows 11 OS,13,9,64,1000,0,1000,NVIDIA,Windows,203.9728861
Asus,Vivobook 14X K3405ZFB-KM752WS Laptop,89990,75,12th Gen Intel Core i7 12650H ,"10 Cores (6P + 4E), 16 Threads",DDR4,SSD,14,1800,Windows 11 OS,12,7,16,1000,0,1000,NVIDIA,Windows,242.5880863
Acer,Aspire 5 15 A515-58M Gaming Laptop,56990,60,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,13,5,16,512,0,512,NVIDIA,Windows,141.2119981
Acer,Swift 3 OLED SF314-71 NX.K9PSI.003 Laptop,54990,63,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,14,1800,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,242.5880863
Dell,Inspiron 14 5430 2023 Laptop,67000,60,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,14,1200,Windows 11 OS,13,5,8,1000,0,1000,Intel,Windows,161.7253908
Lenovo,ThinkBook 15 21JF002CIN Laptop,34499,69.32352941,7th Gen AMD Ryzen i3 7330U,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,DOS OS,7,3,8,512,0,512,AMD,DOS,141.2119981
HP,Pavilion Plus ‎14-eh1047TU Laptop,107763,71,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,14,1800,Windows 11 OS,13,7,16,512,0,512,Intel,Windows,242.5880863
Dell,Inspiron 7430 2 in 1 Laptop,61490,69.32352941,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",LPDDR5,SSD,14,1200,Windows 11 OS,13,3,8,1000,0,1000,Intel,Windows,161.7253908
HP,Pavilion Plus 14-eh1022TU Laptop,80490,69,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,14,1400,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,188.6796226
Lenovo,Ideapad Gaming 3 82SB00NXIN Laptop,57990,69,7th Gen AMD Ryzen i5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,5,16,512,0,512,NVIDIA,Windows,141.2119981
MSI,Modern 14 C11M-029IN Laptop,39990,62,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,5,16,512,0,512,Intel,Windows,157.3505121
Lenovo,Ideapad Flex 5i 14IAU7 82R70067IN Laptop,53990,64,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",LPDDR4,SSD,14,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,157.3505121
Dell,Inspiron 3535 Laptop,44500,69.32352941,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,AMD,Windows,141.2119981
HP,14-hr0000AU Laptop,48999,60,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,14,1080,Windows 11 OS,7,5,16,512,0,512,AMD,Windows,157.3505121
HP,Envy 15-fe0032TU Laptop,116990,70,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,13,7,16,1000,0,1000,Intel,Windows,141.2119981
Acer,Aspire 3 NX.KDESI.008 Laptop,30990,69.32352941,7th Gen AMD Ryzen i3 7320U,"Quad Core, 8 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,3,8,512,0,512,AMD,Windows,141.2119981
Lenovo,IdeaPad Slim 3 82XQ008EIN Laptop,33790,69.32352941,7th Gen AMD Ryzen i3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,3,8,512,0,512,AMD,Windows,141.2119981
MSI,Thin GF63 11UCX-1476IN Gaming Laptop,51990,72,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,16,512,0,512,NVIDIA,Windows,141.2119981
Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,45990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
MSI,Thin GF63 11UC-1475IN Gaming Laptop,51990,70,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,8,512,0,512,NVIDIA,Windows,141.2119981
Lenovo,V15 G3 IAP 82TTA00UIH Laptop,34099,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,DOS OS,12,3,8,512,0,512,Intel,DOS,141.2119981
HP,Pavilion 15-EH3101AU Laptop,65600,66,7th Gen AMD Ryzen i7 7730U,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,7,7,16,512,0,512,AMD,Windows,141.2119981
Lenovo,V15 G4 82YU00W6IN Laptop,27990,69.32352941,7th Gen AMD Ryzen i3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,DOS OS,7,3,8,512,0,512,AMD,DOS,141.2119981
Lenovo,V14 G3 IAP Laptop,46990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,157.3505121
Dell,‎G16-7630 2023 Gaming Laptop,161590,78,13th Gen Intel Core i7 13650HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,16,1600,Windows 11 OS,13,7,16,1000,0,1000,NVIDIA,Windows,188.6796226
Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,98990,69.32352941,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,14,1200,Windows 11 OS,13,7,16,512,0,512,Intel,Windows,161.7253908
Lenovo,Legion 5 Pro 2023 Gaming Laptop,172990,79,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,16,1600,Windows 11 OS,13,7,32,1000,0,1000,NVIDIA,Windows,188.6796226
Acer,One 14 Z8-415UN.599SI.009 Laptop,25990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,3,8,256,0,256,Intel,Windows,157.3505121
HP,Victus 15-fb0136AX Gaming Laptop,61990,66,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,16,512,0,512,NVIDIA,Windows,141.2119981
Asus,Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop,76990,64,5th Gen AMD Ryzen i7 5800HS,"Octa Core, 16 Threads",LPDDR4X,SSD,14,1800,Windows 11 OS,5,7,16,1000,0,1000,AMD,Windows,242.5880863
Dell,G15-5530 Gaming Laptop,126790,73,13th Gen Intel Core i7 13650HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,13,7,16,512,0,512,NVIDIA,Windows,141.2119981
Asus,ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop,209990,73,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,13.4,1600,Windows 11 OS,13,9,16,1000,0,1000,NVIDIA,Windows,225.2891017
Asus,ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop,209990,79,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,16,1600,Windows 11 OS,13,9,16,1000,0,1000,NVIDIA,Windows,188.6796226
Asus,ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop,142990,78,13th Gen Intel Core i7 13650HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,16,1200,Windows 11 OS,13,7,16,1000,0,1000,NVIDIA,Windows,141.509717
Asus,Vivobook Pro 15 OLED K6502VU-MA951WS Laptop,156990,84,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,15.6,1620,Windows 11 OS,13,9,16,1000,0,1000,NVIDIA,Windows,211.8179971
Asus,Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop,93980,70,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,14,1800,Windows 11 OS,13,5,16,512,0,512,NVIDIA,Windows,242.5880863
Asus,TUF Gaming F17 FX706HF-HX018W Laptop,53990,64,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",DDR4,SSD,17.3,1080,Windows 11 OS,11,5,8,512,0,512,NVIDIA,Windows,127.3356746
HP,15s-fy5002TU Laptop,51990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
Asus,VivoBook 15 X515EA-EJ342WS Laptop,35990,69.32352941,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,16,512,0,512,Intel,Windows,141.2119981
HP,15s-fy5003TU Laptop,37990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
HP,15-fc0030AU Laptop,46490,69.32352941,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,5,16,512,0,512,AMD,Windows,141.2119981
HP,15-eg3036TU Laptop,90490,69,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,7,16,1000,0,1000,Intel,Windows,141.2119981
HP,Victus 15-fb0122AX Gaming Laptop,55990,67,5th Gen AMD Ryzen i5 5600H ,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,NVIDIA,Windows,141.2119981
Asus,Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop,159990,88,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,16,2000,Windows 11 OS,13,9,16,1000,0,1000,NVIDIA,Windows,235.8495283
HP,15-fd0011TU Laptop,57990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,5,8,512,0,512,Intel,Windows,141.2119981
Acer,Predator Helios Neo 16 NH.QLTSI.002 Laptop,104990,66,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",LPDDR5,SSD,16,1600,Windows 11 OS,13,7,16,512,0,512,NVIDIA,Windows,188.6796226
Acer,Predator Helios Neo 16 NH.QLTSI.001 Laptop,99990,70,13th Gen Intel Core i5 13500HX,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,16,1200,Windows 11 OS,13,5,16,512,0,512,NVIDIA,Windows,141.509717
MSI,Cyborg 15 A12UCX-264IN Gaming Laptop,80500,69,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,Others,Windows,141.2119981
Dell,Vostro 3425 Laptop,37990,69.32352941,5th Gen AMD Ryzen i5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,157.3505121
HP,15-fc0026AU Laptop,34250,69.32352941,7th Gen AMD Ryzen i3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,3,8,512,0,512,AMD,Windows,141.2119981
HP,Victus 15-fa1066TX Gaming Laptop,109990,71,13th Gen Intel Core i7 13700H,"16 Cores (8P + 8E), 24 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,7,16,512,0,512,NVIDIA,Windows,141.2119981
HP,15s-fq2738TU Laptop,33990,69.32352941,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",DDR4,SSD,15.6,768,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,100.4546699
Asus,Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop,79990,64,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,13.3,1800,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,255.3558803
Asus,Vivobook 15 2023 X1502VA-NJ541WS Laptop,64990,62,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,141.2119981
Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,109990,71,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,15.6,1620,Windows 11 OS,13,9,16,1000,0,1000,Intel,Windows,211.8179971
MSI,Bravo 15 B5ED-035IN Gaming Laptop,62990,72,5th Gen AMD Ryzen i7 5800H,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,7,16,512,0,512,AMD,Windows,141.2119981
LG,MateBook D14 2023 Laptop,58999,65,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",LPDDR4X,SSD,14,1200,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,161.7253908
MSI,Titan GT77 HX 13VH-093IN Gaming Laptop,420000,69.32352941,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,17.3,2160,Windows 11 OS,13,9,64,2000,0,2000,NVIDIA,Windows,254.6713491
Lenovo,E41-55 Laptop,23990,69.32352941,3rd Gen AMD Athlon Silver i4 3050U,"Dual Core, 2 Threads",DDR4,SSD,14,1080,Windows 11 OS,3,4,8,256,0,256,AMD,Windows,157.3505121
HP,15-fc0028AU Laptop,42999,69.32352941,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,AMD,Windows,141.2119981
HP,15s-eq2223AU Laptop,38861,69.32352941,5th Gen AMD Ryzen i5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,141.2119981
